user_id,openness,extraversion,agreeableness,conscientiousness,neuroticism,personality_label
U0593,1,0,0,0,0,Adventurous and curious
U0594,2,4,0,0,0,Creative Explorer
U0595,1,0,0,0,0,Adventurous and curious
U0596,1,0,0,0,0,Adventurous and curious
U0597,2,0,0,0,0,Adventurous and curious
U0598,1,3,0,3,0,"Influencer Type and sociability, energy from others"
U0599,4,2,0,1,1,Adventurous and curious
U0600,1,0,0,0,0,Adventurous and curious
U0601,1,3,0,0,0,Creative Explorer
U0602,3,4,0,0,0,Creative Explorer
U0603,1,0,0,0,0,Adventurous and curious
U0604,5,3,0,0,0,Adventurous and curious
U0605,2,1,0,0,0,Adventurous and curious
U0606,2,2,0,0,0,Adventurous and curious
U0607,0,0,0,0,0,Adventurous and curious
U0608,3,2,0,0,0,Adventurous and curious
U0609,1,1,0,0,0,Adventurous and curious
U0610,1,1,0,0,0,Adventurous and curious
U0611,2,1,0,0,0,Adventurous and curious
U0612,2,1,0,0,0,Adventurous and curious
U0613,1,1,0,0,0,Adventurous and curious
U0614,1,1,0,0,0,Adventurous and curious
U0615,2,1,0,0,0,Adventurous and curious
U0616,2,1,0,0,0,Adventurous and curious
U0617,3,1,0,0,0,Adventurous and curious
U0618,2,1,0,0,0,Adventurous and curious
U0619,2,1,0,0,0,Adventurous and curious
U0620,1,2,0,0,0,Creative Explorer
U0621,1,1,0,0,0,Adventurous and curious
U0622,1,1,0,0,0,Adventurous and curious
U0623,2,3,0,0,0,Creative Explorer
U0624,3,2,0,0,0,Adventurous and curious
U0625,2,0,0,0,0,Adventurous and curious
U0626,5,1,0,0,0,Adventurous and curious
U0627,1,1,0,0,0,Adventurous and curious
U0628,4,4,0,0,0,Adventurous and curious
U0629,2,1,0,0,0,Adventurous and curious
U0630,1,1,0,0,0,Adventurous and curious
U0631,1,2,0,0,0,Creative Explorer
U0632,2,2,0,0,0,Adventurous and curious
U0633,1,1,1,0,0,Adventurous and curious
U0634,0,0,0,0,0,Adventurous and curious
U0635,0,0,0,0,0,Adventurous and curious
U0636,3,0,0,0,0,Adventurous and curious
U0637,0,0,0,0,0,Adventurous and curious
U0638,0,0,0,0,0,Adventurous and curious
U0639,0,0,0,0,0,Adventurous and curious
U0640,0,0,0,1,0,Balanced Personality
U0641,3,2,0,0,0,Adventurous and curious
U0642,5,1,0,0,0,Adventurous and curious
U0643,1,1,0,3,0,Balanced Personality
U0644,2,0,0,1,0,Adventurous and curious
U0645,0,1,0,1,1,"Influencer Type and sociability, energy from others"
U0646,0,0,0,0,0,Adventurous and curious
U0647,1,1,1,0,0,Adventurous and curious
U0648,0,0,0,1,0,Balanced Personality
U0649,1,1,0,0,0,Adventurous and curious
U0650,1,0,1,0,0,Adventurous and curious
U0651,1,2,0,1,0,"Influencer Type and sociability, energy from others"
U0652,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0653,0,0,0,2,0,Balanced Personality
U0654,0,1,0,5,3,Highly Motivated
U0655,0,5,0,5,4,"Influencer Type and sociability, energy from others"
U0656,0,0,0,2,1,Balanced Personality
U0657,0,0,0,1,0,Balanced Personality
U0658,1,1,0,1,0,Adventurous and curious
U0659,0,0,0,1,0,Balanced Personality
U0660,0,3,0,3,0,"Influencer Type and sociability, energy from others"
U0661,0,0,0,3,0,Balanced Personality
U0662,0,1,0,3,2,Emotional
U0663,0,2,0,2,0,"Influencer Type and sociability, energy from others"
U0664,0,3,0,1,0,"Influencer Type and sociability, energy from others"
U0665,1,3,0,7,5,Highly Motivated
U0666,0,0,0,1,0,Balanced Personality
U0667,0,0,0,3,1,Balanced Personality
U0668,0,0,0,1,0,Balanced Personality
U0669,0,0,0,2,0,Balanced Personality
U0670,0,0,0,3,1,Balanced Personality
U0671,0,0,0,3,1,Balanced Personality
U0672,0,0,0,1,0,Balanced Personality
U0673,0,0,0,0,0,Adventurous and curious
U0674,0,0,0,2,0,Balanced Personality
U0675,0,0,0,1,0,Balanced Personality
U0676,0,0,0,1,0,Balanced Personality
U0677,0,0,0,1,0,Balanced Personality
U0678,0,0,0,1,0,Balanced Personality
U0679,0,0,0,2,0,Balanced Personality
U0680,0,0,0,1,0,Balanced Personality
U0681,0,0,0,1,0,Balanced Personality
U0682,0,0,0,3,0,Balanced Personality
U0683,0,0,0,2,1,Balanced Personality
U0684,0,1,0,4,1,Calm & Stable
U0685,0,0,0,3,0,Balanced Personality
U0686,0,0,0,2,1,Balanced Personality
U0687,0,0,0,1,0,Balanced Personality
U0688,0,0,0,1,0,Balanced Personality
U0689,0,0,0,6,3,Highly Motivated
U0690,0,0,0,1,0,Balanced Personality
U0691,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0692,0,0,0,1,0,Balanced Personality
U0693,1,0,0,1,0,Adventurous and curious
U0694,0,0,0,1,0,Balanced Personality
U0695,0,0,0,1,0,Balanced Personality
U0696,1,1,0,1,0,Adventurous and curious
U0697,0,0,0,1,0,Balanced Personality
U0698,0,0,0,4,1,Calm & Stable
U0699,0,0,0,1,0,Balanced Personality
U0700,0,0,0,6,0,Highly Motivated
U0701,0,0,0,0,0,Adventurous and curious
U0702,1,0,0,1,0,Adventurous and curious
U0703,0,0,0,2,0,Balanced Personality
U0704,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0705,1,1,0,5,1,Highly Motivated
U0706,0,0,0,2,0,Balanced Personality
U0707,1,4,0,3,0,"Influencer Type and sociability, energy from others"
U0708,1,1,0,6,0,Highly Motivated
U0709,2,2,0,6,3,Highly Motivated
U0710,0,2,0,4,0,Calm & Stable
U0711,1,0,0,4,1,Highly Motivated
U0712,0,4,0,4,0,"Influencer Type and sociability, energy from others"
U0713,1,4,0,4,1,"Influencer Type and sociability, energy from others"
U0714,0,0,0,4,1,Calm & Stable
U0715,0,0,0,4,2,Emotional
U0716,0,0,0,4,2,Emotional
U0717,0,0,0,5,0,Highly Motivated
U0718,0,0,0,2,0,Balanced Personality
U0719,1,3,0,2,0,"Influencer Type and sociability, energy from others"
U0720,0,0,0,3,1,Balanced Personality
U0721,0,4,0,6,3,Highly Motivated
U0722,0,0,0,4,0,Calm & Stable
U0723,2,1,0,7,2,Highly Motivated
U0724,0,3,0,2,0,"Influencer Type and sociability, energy from others"
U0725,1,3,0,6,4,Highly Motivated
U0726,0,2,0,6,3,Highly Motivated
U0727,0,2,0,6,3,Highly Motivated
U0728,1,4,0,1,0,"Influencer Type and sociability, energy from others"
U0729,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0730,0,1,0,5,2,Highly Motivated
U0731,1,1,0,4,2,Highly Motivated
U0732,0,1,0,2,0,Balanced Personality
U0733,1,1,0,8,1,Goal-Oriented
U0734,0,0,1,3,0,Supportive Personality
U0735,0,0,0,2,0,Balanced Personality
U0736,0,0,0,2,0,Balanced Personality
U0737,0,0,0,0,0,Adventurous and curious
U0738,0,0,0,3,0,Balanced Personality
U0739,2,0,0,1,0,Adventurous and curious
U0740,0,0,0,0,0,Adventurous and curious
U0741,0,0,0,1,0,Balanced Personality
U0742,0,0,0,0,0,Adventurous and curious
U0743,1,1,0,10,2,Goal-Oriented
U0744,0,0,0,2,0,Balanced Personality
U0745,0,2,0,3,0,Balanced Personality
U0746,0,0,0,3,2,Emotional
U0747,0,0,0,1,0,Balanced Personality
U0748,0,0,0,2,0,Balanced Personality
U0749,0,0,0,1,0,Balanced Personality
U0750,0,0,0,2,1,Balanced Personality
U0751,1,2,0,1,0,"Influencer Type and sociability, energy from others"
U0752,0,0,0,1,0,Balanced Personality
U0753,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0754,0,0,0,1,0,Balanced Personality
U0755,0,0,0,2,1,Balanced Personality
U0756,0,0,0,2,1,Balanced Personality
U0757,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0758,1,3,0,2,1,"Influencer Type and sociability, energy from others"
U0759,0,0,0,1,0,Balanced Personality
U0760,0,1,0,3,0,Balanced Personality
U0761,0,0,0,1,0,Balanced Personality
U0762,1,1,0,1,0,Adventurous and curious
U0763,0,2,0,4,1,Calm & Stable
U0764,1,1,0,4,0,Highly Motivated
U0765,0,0,0,3,2,Emotional
U0766,0,0,0,5,2,Highly Motivated
U0767,1,3,0,3,0,"Influencer Type and sociability, energy from others"
U0768,0,0,0,1,0,Balanced Personality
U0769,0,0,0,4,1,Calm & Stable
U0770,0,0,0,2,0,Balanced Personality
U0771,0,0,0,2,1,Balanced Personality
U0772,0,1,0,0,0,Creative Explorer
U0773,0,2,0,0,0,Creative Explorer
U0774,0,0,0,1,1,Emotionally Sensitive
U0775,0,2,0,0,0,Creative Explorer
U0776,0,0,0,1,0,Balanced Personality
U0777,0,0,1,0,0,Balanced Personality
U0778,1,1,0,1,1,Adventurous and curious
U0779,0,0,0,0,0,Adventurous and curious
U0780,0,2,0,2,0,"Influencer Type and sociability, energy from others"
U0781,0,1,0,0,0,Creative Explorer
U0782,1,5,0,0,0,Creative Explorer
U0783,0,0,0,0,0,Adventurous and curious
U0784,0,3,1,0,0,"Influencer Type and sociability, energy from others"
U0785,0,1,0,0,0,Creative Explorer
U0786,1,3,1,2,2,"Influencer Type and sociability, energy from others"
U0787,0,0,0,1,0,Balanced Personality
U0788,0,0,0,1,1,Emotionally Sensitive
U0789,0,0,0,3,1,Balanced Personality
U0790,0,1,0,3,3,Emotionally Sensitive
U0791,0,4,0,2,1,"Influencer Type and sociability, energy from others"
U0792,3,2,0,0,0,Adventurous and curious
U0793,0,3,0,0,0,Creative Explorer
U0794,1,1,0,10,5,Goal-Oriented
U0795,1,4,0,0,0,Creative Explorer
U0796,0,0,0,1,0,Balanced Personality
U0797,0,0,0,1,0,Balanced Personality
U0798,4,3,0,0,0,Adventurous and curious
U0799,0,1,0,3,2,Emotional
U0800,0,3,0,5,1,Highly Motivated
U0801,0,0,0,2,2,Emotionally Sensitive
U0802,0,0,0,0,0,Adventurous and curious
U0803,0,2,1,0,0,"Influencer Type and sociability, energy from others"
U0804,1,1,0,1,1,Adventurous and curious
U0805,0,0,0,0,0,Adventurous and curious
U0806,2,0,0,1,1,Adventurous and curious
U0807,0,0,0,1,0,Balanced Personality
U0808,0,3,0,0,0,Creative Explorer
U0809,0,4,0,2,2,"Influencer Type and sociability, energy from others"
U0810,0,2,0,3,3,Emotionally Sensitive
U0811,0,0,0,1,1,Emotionally Sensitive
U0812,0,1,0,0,0,Creative Explorer
U0813,0,0,0,1,1,Emotionally Sensitive
U0814,2,1,0,9,4,Goal-Oriented
U0815,0,1,0,0,0,Creative Explorer
U0816,0,2,0,5,1,Highly Motivated
U0817,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0818,0,0,0,1,0,Balanced Personality
U0819,0,0,0,3,1,Balanced Personality
U0820,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0821,0,0,0,0,0,Adventurous and curious
U0822,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0823,0,0,0,1,0,Balanced Personality
U0824,0,0,0,3,2,Emotional
U0825,0,0,0,1,0,Balanced Personality
U0826,1,1,0,5,4,Highly Motivated
U0827,0,1,0,7,5,Highly Motivated
U0828,3,1,0,1,0,Adventurous and curious
U0829,0,0,0,1,0,Balanced Personality
U0830,0,0,0,1,0,Balanced Personality
U0831,2,0,0,1,0,Adventurous and curious
U0832,0,0,0,4,3,Emotional
U0833,1,4,0,6,5,Highly Motivated
U0834,0,0,0,1,0,Balanced Personality
U0835,1,5,0,3,2,"Influencer Type and sociability, energy from others"
U0836,2,2,0,1,0,Adventurous and curious
U0837,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0838,0,0,0,1,0,Balanced Personality
U0839,4,7,0,1,0,Creative Explorer
U0840,0,0,0,3,2,Emotional
U0841,0,0,0,1,0,Balanced Personality
U0842,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0843,0,1,0,2,0,Balanced Personality
U0844,0,0,0,1,0,Balanced Personality
U0845,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0846,0,0,0,1,0,Balanced Personality
U0847,0,0,0,1,0,Balanced Personality
U0848,0,0,0,1,0,Balanced Personality
U0849,2,4,0,1,0,Creative Explorer
U0850,2,2,0,1,0,Adventurous and curious
U0851,0,0,0,1,0,Balanced Personality
U0852,0,0,0,1,0,Balanced Personality
U0853,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0854,0,0,0,1,0,Balanced Personality
U0855,0,2,0,1,0,"Influencer Type and sociability, energy from others"
U0856,0,0,0,1,0,Balanced Personality
U0857,0,0,0,1,0,Balanced Personality
U0858,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0859,3,5,0,3,0,"Influencer Type and sociability, energy from others"
U0860,2,4,0,2,1,"Influencer Type and sociability, energy from others"
U0861,0,0,0,1,0,Balanced Personality
U0862,4,7,0,2,0,Creative Explorer
U0863,1,0,1,4,2,Supportive Personality
U0864,0,0,0,1,0,Balanced Personality
U0865,1,2,0,1,0,"Influencer Type and sociability, energy from others"
U0866,0,0,0,2,0,Balanced Personality
U0867,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U0868,0,2,0,0,0,Creative Explorer
U0869,1,0,0,0,0,Adventurous and curious
U0870,0,0,0,0,0,Adventurous and curious
U0871,1,1,0,0,0,Adventurous and curious
U0872,0,0,0,0,0,Adventurous and curious
U0873,0,0,0,0,0,Adventurous and curious
U0874,0,0,0,0,0,Adventurous and curious
U0875,0,0,0,0,0,Adventurous and curious
U0876,0,0,0,0,0,Adventurous and curious
U0877,0,1,0,0,0,Creative Explorer
U0878,0,1,0,0,0,Creative Explorer
U0879,1,2,0,0,0,Creative Explorer
U0880,0,0,0,0,0,Adventurous and curious
U0881,0,0,0,0,0,Adventurous and curious
U0882,0,0,0,0,0,Adventurous and curious
U0883,0,0,0,0,0,Adventurous and curious
U0884,0,2,1,1,0,"Influencer Type and sociability, energy from others"
U0885,0,0,0,0,0,Adventurous and curious
U0886,0,0,0,0,0,Adventurous and curious
U0887,0,0,0,0,0,Adventurous and curious
U0888,0,0,0,0,0,Adventurous and curious
U0889,0,0,0,0,0,Adventurous and curious
U0890,0,0,0,0,0,Adventurous and curious
U0891,0,0,0,0,0,Adventurous and curious
U0892,2,0,0,0,0,Adventurous and curious
U0893,0,1,0,0,0,Creative Explorer
U0894,0,0,0,0,0,Adventurous and curious
U0895,0,0,0,0,0,Adventurous and curious
U0896,0,0,0,0,0,Adventurous and curious
U0897,0,0,0,0,0,Adventurous and curious
U0898,0,0,0,0,0,Adventurous and curious
U0899,0,0,0,0,0,Adventurous and curious
U0900,0,0,0,0,0,Adventurous and curious
U0901,0,0,0,0,0,Adventurous and curious
U0902,0,0,0,0,0,Adventurous and curious
U0903,0,0,0,0,0,Adventurous and curious
U0904,0,0,0,0,0,Adventurous and curious
U0905,0,0,0,0,0,Adventurous and curious
U0906,0,0,0,0,0,Adventurous and curious
U0907,0,0,0,0,0,Adventurous and curious
U0908,0,0,0,0,0,Adventurous and curious
U0909,0,0,0,0,0,Adventurous and curious
U0910,1,0,0,0,0,Adventurous and curious
U0911,0,0,0,0,0,Adventurous and curious
U0912,0,0,0,0,0,Adventurous and curious
U0913,3,2,0,0,0,Adventurous and curious
U0914,0,0,0,0,0,Adventurous and curious
U0915,1,3,0,0,0,Creative Explorer
U0916,1,0,0,0,0,Adventurous and curious
U0917,0,0,0,0,0,Adventurous and curious
U0918,0,0,0,0,0,Adventurous and curious
U0919,0,0,0,0,0,Adventurous and curious
U0920,0,0,0,0,0,Adventurous and curious
U0921,2,1,0,0,0,Adventurous and curious
U0922,1,2,0,0,0,Creative Explorer
U0923,1,0,0,0,0,Adventurous and curious
U0924,0,0,0,0,0,Adventurous and curious
U0925,0,0,0,0,0,Adventurous and curious
U0926,0,0,0,0,0,Adventurous and curious
U0927,1,0,0,0,0,Adventurous and curious
U0928,2,1,0,0,0,Adventurous and curious
U0929,2,2,1,0,0,Adventurous and curious
U0930,3,3,0,0,0,Adventurous and curious
U0931,0,0,0,0,0,Adventurous and curious
U0932,0,0,0,0,0,Adventurous and curious
U0933,0,1,0,0,0,Creative Explorer
U0934,0,1,0,0,0,Creative Explorer
U0935,0,0,0,0,0,Adventurous and curious
U0936,0,1,0,0,0,Creative Explorer
U0937,0,0,0,0,0,Adventurous and curious
U0938,2,3,0,0,0,Creative Explorer
U0939,0,0,0,0,0,Adventurous and curious
U0940,0,3,0,1,1,"Influencer Type and sociability, energy from others"
U0941,0,0,0,0,0,Adventurous and curious
U0942,0,0,0,0,0,Adventurous and curious
U0943,0,0,0,0,0,Adventurous and curious
U0944,0,0,0,1,0,Balanced Personality
U0945,0,0,0,0,0,Adventurous and curious
U0946,0,0,0,0,0,Adventurous and curious
U0947,0,0,0,0,0,Adventurous and curious
U0948,0,1,0,0,0,Creative Explorer
U0949,0,0,0,0,0,Adventurous and curious
U0950,1,1,0,0,0,Adventurous and curious
U0951,0,0,0,0,0,Adventurous and curious
U0952,0,0,0,0,0,Adventurous and curious
U0953,0,0,0,0,0,Adventurous and curious
U0954,0,0,0,1,0,Balanced Personality
U0955,0,0,0,0,0,Adventurous and curious
U0956,0,0,0,0,0,Adventurous and curious
U0957,0,0,0,0,0,Adventurous and curious
U0958,0,4,1,0,0,"Influencer Type and sociability, energy from others"
U0959,0,0,0,0,0,Adventurous and curious
U0960,0,0,0,1,1,Emotionally Sensitive
U0961,0,0,0,0,0,Adventurous and curious
U0962,0,0,0,0,0,Adventurous and curious
U0963,1,2,0,1,1,"Influencer Type and sociability, energy from others"
U0964,3,3,0,0,0,Adventurous and curious
U0965,0,0,0,0,0,Adventurous and curious
U0966,0,1,0,0,0,Creative Explorer
U0967,1,2,0,0,0,Creative Explorer
U0968,0,0,0,0,0,Adventurous and curious
U0969,2,3,0,0,0,Creative Explorer
U0970,1,0,0,0,0,Adventurous and curious
U0971,1,0,0,0,0,Adventurous and curious
U0972,1,2,0,0,0,Creative Explorer
U0973,0,0,0,0,0,Adventurous and curious
U0974,0,0,0,0,0,Adventurous and curious
U0975,1,1,0,0,0,Adventurous and curious
U0976,1,2,0,0,0,Creative Explorer
U0977,0,2,0,0,0,Creative Explorer
U0978,1,2,0,0,0,Creative Explorer
U0979,1,2,0,0,0,Creative Explorer
U0980,0,0,0,0,0,Adventurous and curious
U0981,0,0,0,0,0,Adventurous and curious
U0982,1,0,0,0,0,Adventurous and curious
U0983,0,0,0,0,0,Adventurous and curious
U0984,2,0,0,0,0,Adventurous and curious
U0985,0,0,1,0,0,Balanced Personality
U0986,0,0,0,0,0,Adventurous and curious
U0987,1,1,0,0,0,Adventurous and curious
U0988,1,2,0,0,0,Creative Explorer
U0989,0,1,0,0,0,Creative Explorer
U0990,0,1,0,0,0,Creative Explorer
U0991,0,1,0,0,0,Creative Explorer
U0992,1,3,0,0,0,Creative Explorer
U0993,0,0,0,0,0,Adventurous and curious
U0994,1,1,0,0,0,Adventurous and curious
U0995,0,0,0,0,0,Adventurous and curious
U0996,0,1,0,0,0,Creative Explorer
U0997,0,0,0,0,0,Adventurous and curious
U0998,1,2,0,0,0,Creative Explorer
U0999,0,0,0,0,0,Adventurous and curious
U1000,1,3,0,0,0,Creative Explorer
U1001,0,1,0,0,0,Creative Explorer
U1002,0,0,0,0,0,Adventurous and curious
U1003,0,0,0,0,0,Adventurous and curious
U1004,0,1,0,0,0,Creative Explorer
U1005,0,0,0,0,0,Adventurous and curious
U1006,0,2,0,0,0,Creative Explorer
U1007,1,3,1,0,0,"Influencer Type and sociability, energy from others"
U1008,0,2,1,0,0,"Influencer Type and sociability, energy from others"
U1009,0,0,0,0,0,Adventurous and curious
U1010,0,0,0,0,0,Adventurous and curious
U1011,1,4,0,0,0,Creative Explorer
U1012,0,0,0,0,0,Adventurous and curious
U1013,0,1,0,0,0,Creative Explorer
U1014,0,0,0,0,0,Adventurous and curious
U1015,3,12,0,0,0,Creative Explorer
U1016,0,1,2,0,1,Kind & Empathetic
U1017,0,0,0,0,0,Adventurous and curious
U1018,0,0,0,0,0,Adventurous and curious
U1019,0,0,0,0,0,Adventurous and curious
U1020,0,5,0,0,0,Creative Explorer
U1021,1,2,0,0,0,Creative Explorer
U1022,0,2,0,0,0,Creative Explorer
U1023,0,1,0,0,0,Creative Explorer
U1024,0,1,0,0,0,Creative Explorer
U1025,0,0,0,0,0,Adventurous and curious
U1026,0,1,0,0,0,Creative Explorer
U1027,0,0,0,0,0,Adventurous and curious
U1028,0,1,0,0,0,Creative Explorer
U1029,0,4,0,0,0,Creative Explorer
U1030,0,0,0,0,0,Adventurous and curious
U1031,0,3,0,0,0,Creative Explorer
U1032,0,0,0,0,0,Adventurous and curious
U1033,0,2,0,0,0,Creative Explorer
U1034,0,1,0,0,0,Creative Explorer
U1035,0,7,0,0,0,Creative Explorer
U1036,2,7,0,0,0,Creative Explorer
U1037,0,5,0,2,0,"Influencer Type and sociability, energy from others"
U1038,0,0,0,0,0,Adventurous and curious
U1039,0,0,0,0,0,Adventurous and curious
U1040,0,0,0,0,0,Adventurous and curious
U1041,0,1,0,0,0,Creative Explorer
U1042,0,1,0,0,0,Creative Explorer
U1043,2,1,0,0,0,Adventurous and curious
U1044,0,0,0,0,0,Adventurous and curious
U1045,0,0,0,0,0,Adventurous and curious
U1046,1,0,1,0,0,Adventurous and curious
U1047,0,1,0,0,0,Creative Explorer
U1048,0,0,0,0,0,Adventurous and curious
U1049,0,0,0,0,0,Adventurous and curious
U1050,1,1,0,0,0,Adventurous and curious
U1051,0,0,0,0,0,Adventurous and curious
U1052,0,0,0,0,0,Adventurous and curious
U1053,0,0,0,0,0,Adventurous and curious
U1054,0,2,0,0,0,Creative Explorer
U1055,1,0,0,2,0,Balanced Personality
U1056,0,1,0,0,0,Creative Explorer
U1057,0,0,0,0,0,Adventurous and curious
U1058,0,1,0,0,0,Creative Explorer
U1059,5,2,1,0,1,Adventurous and curious
U1060,1,3,0,0,0,Creative Explorer
U1061,0,0,0,0,0,Adventurous and curious
U1062,0,0,0,0,0,Adventurous and curious
U1063,0,0,0,0,0,Adventurous and curious
U1064,0,1,0,0,0,Creative Explorer
U1065,1,3,0,0,0,Creative Explorer
U1066,0,0,0,0,0,Adventurous and curious
U1067,0,0,0,0,0,Adventurous and curious
U1068,0,1,1,0,0,"Influencer Type and sociability, energy from others"
U1069,0,0,0,0,0,Adventurous and curious
U1070,0,1,0,0,0,Creative Explorer
U1071,2,1,0,0,0,Adventurous and curious
U1072,1,1,0,0,0,Adventurous and curious
U1073,0,4,0,0,0,Creative Explorer
U1074,0,3,0,0,0,Creative Explorer
U1075,0,0,0,0,0,Adventurous and curious
U1076,0,1,0,0,0,Creative Explorer
U1077,0,1,0,1,1,"Influencer Type and sociability, energy from others"
U1078,0,0,0,0,0,Adventurous and curious
U1079,0,0,0,0,0,Adventurous and curious
U1080,0,0,0,0,0,Adventurous and curious
U1081,0,0,0,0,0,Adventurous and curious
U1082,0,0,0,0,0,Adventurous and curious
U1083,0,0,0,0,0,Adventurous and curious
U1084,0,1,0,0,0,Creative Explorer
U1085,0,0,0,0,0,Adventurous and curious
U1086,0,0,0,0,0,Adventurous and curious
U1087,0,0,0,0,0,Adventurous and curious
U1088,1,0,0,0,0,Adventurous and curious
U1089,1,1,0,0,0,Adventurous and curious
U1090,0,1,0,0,0,Creative Explorer
U1091,0,0,0,0,0,Adventurous and curious
U1092,0,0,0,0,0,Adventurous and curious
U1093,1,1,0,0,0,Adventurous and curious
U1094,1,1,0,0,0,Adventurous and curious
U1095,0,1,0,0,0,Creative Explorer
U1096,2,2,0,0,0,Adventurous and curious
U1097,0,0,0,0,0,Adventurous and curious
U1098,1,1,0,0,0,Adventurous and curious
U1099,0,0,0,3,3,Emotionally Sensitive
U1100,0,0,0,0,0,Adventurous and curious
U1101,0,1,0,0,0,Creative Explorer
U1102,0,0,0,0,0,Adventurous and curious
U1103,0,0,0,0,0,Adventurous and curious
U1104,0,0,0,0,0,Adventurous and curious
U1105,0,0,0,0,0,Adventurous and curious
U1106,0,3,0,0,0,Creative Explorer
U1107,0,0,0,0,0,Adventurous and curious
U1108,0,4,0,0,0,Creative Explorer
U1109,0,1,0,1,1,"Influencer Type and sociability, energy from others"
U1110,0,1,0,0,0,Creative Explorer
U1111,0,0,0,0,0,Adventurous and curious
U1112,0,1,0,2,0,Balanced Personality
U1113,0,0,0,0,0,Adventurous and curious
U1114,0,0,0,3,1,Balanced Personality
U1115,0,1,0,0,0,Creative Explorer
U1116,0,2,0,0,0,Creative Explorer
U1117,0,4,0,0,0,Creative Explorer
U1118,0,4,0,0,0,Creative Explorer
U1119,2,0,0,0,0,Adventurous and curious
U1120,4,2,0,1,1,Adventurous and curious
U1121,0,2,0,3,2,Emotional
U1122,1,2,0,0,0,Creative Explorer
U1123,0,0,0,1,1,Emotionally Sensitive
U1124,1,3,0,0,0,Creative Explorer
U1125,0,0,0,0,0,Adventurous and curious
U1126,0,1,0,0,0,Creative Explorer
U1127,0,2,0,1,1,"Influencer Type and sociability, energy from others"
U1128,1,0,0,0,0,Adventurous and curious
U1129,0,0,0,0,0,Adventurous and curious
U1130,0,0,0,2,2,Emotionally Sensitive
U1131,1,1,0,0,0,Adventurous and curious
U1132,0,0,0,0,0,Adventurous and curious
U1133,0,0,0,0,0,Adventurous and curious
U1134,0,3,0,1,1,"Influencer Type and sociability, energy from others"
U1135,0,0,0,2,2,Emotionally Sensitive
U1136,0,1,0,0,0,Creative Explorer
U1137,0,0,0,0,0,Adventurous and curious
U1138,0,0,0,0,0,Adventurous and curious
U1139,1,2,0,0,0,Creative Explorer
U1140,1,3,0,1,1,"Influencer Type and sociability, energy from others"
U1141,0,0,0,1,1,Emotionally Sensitive
U1142,1,0,0,0,0,Adventurous and curious
U1143,0,1,0,0,0,Creative Explorer
U1144,0,1,0,1,0,"Influencer Type and sociability, energy from others"
U1145,0,1,0,0,0,Creative Explorer
U1146,2,2,0,3,1,Highly Motivated
U1147,1,2,0,0,0,Creative Explorer
U1148,0,3,0,0,0,Creative Explorer
U1149,0,1,0,0,0,Creative Explorer
U1150,0,0,0,0,0,Adventurous and curious
U1151,3,3,1,0,1,Adventurous and curious
U1152,0,0,0,0,0,Adventurous and curious
U1153,0,0,0,0,0,Adventurous and curious
U1154,0,0,0,0,0,Adventurous and curious
U1155,0,1,0,0,0,Creative Explorer
U1156,0,0,0,0,0,Adventurous and curious
U1157,1,0,0,0,0,Adventurous and curious
U1158,0,0,0,0,0,Adventurous and curious
U1159,1,2,0,0,0,Creative Explorer
U1160,0,1,0,0,0,Creative Explorer
U1161,0,0,0,0,0,Adventurous and curious
U1162,0,0,0,0,0,Adventurous and curious
U1163,0,2,0,0,0,Creative Explorer
U1164,0,0,0,0,0,Adventurous and curious
U1165,1,3,0,0,0,Creative Explorer
U1166,0,0,0,0,0,Adventurous and curious
U1167,0,1,0,0,0,Creative Explorer
U1168,1,1,0,2,0,Balanced Personality
U1169,0,1,0,0,0,Creative Explorer
U1170,0,0,0,0,0,Adventurous and curious
U1171,0,0,0,0,0,Adventurous and curious
U1172,2,2,0,0,0,Adventurous and curious
U1173,0,0,0,0,0,Adventurous and curious
U1174,0,2,0,0,0,Creative Explorer
U1175,0,1,0,0,0,Creative Explorer
U1176,0,1,0,0,0,Creative Explorer
U1177,0,0,0,0,0,Adventurous and curious
U1178,0,0,0,0,0,Adventurous and curious
U1179,0,0,0,0,0,Adventurous and curious
U1180,1,0,0,0,0,Adventurous and curious
U1181,0,0,0,0,0,Adventurous and curious
U1182,0,2,0,0,0,Creative Explorer
U1183,0,0,0,0,0,Adventurous and curious
U1184,0,0,0,0,0,Adventurous and curious
U1185,0,2,0,0,0,Creative Explorer
U1186,0,0,0,0,0,Adventurous and curious
U1187,0,0,0,0,0,Adventurous and curious
U1188,0,2,0,0,0,Creative Explorer
